question,answer,disease,reference_url
What happens if a baby with antenatal hydronephrosis is left untreated?,"Most cases of hydronephrosis in babies are not serious and should not affect the outcome of your pregnancy. However, in severe cases of antenatal hydronephrosis that are left untreated, the kidneys may become scarred, which could lead to kidney failure.",hydronephrosis,https://www.nhs.uk/conditions/hydronephrosis/
What is hyperacusis?,Hyperacusis is a condition where everyday sounds seem much louder than they should. It can sometimes be painful and can affect one or both ears. It can come on suddenly or develop gradually over time.,hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
What are some everyday sounds that can affect people with hyperacusis?,"Some everyday sounds that can affect people with hyperacusis include jingling coins, a barking dog, a car engine, someone chewing, and a vacuum cleaner.",hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
Can hyperacusis affect relationships and general wellbeing?,"Yes, hyperacusis can affect relationships, school or work, and general wellbeing due to the sensitivity to noise.",hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
What are the different types of hearing sensitivity?,"The different types of hearing sensitivity include hyperacusis where everyday sounds seem louder than they should, misophonia where some sounds make you angry, phonophobia where some sounds make you anxious, and recruitment where your ears have trouble adjusting between quiet and loud sounds.",hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
Can hyperacusis come on suddenly?,"Yes, hyperacusis can come on suddenly or develop over time.",hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
What should I do if I think I have hyperacusis?,You should see a GP if you think you have hyperacusis. Your GP may refer you to a hearing specialist for further tests and treatment.,hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
What can be the causes of hyperacusis?,"The cause of hyperacusis is unclear. It can appear on its own or after hearing a sudden loud noise, such as fireworks, or alongside other conditions like tinnitus, a head injury, Ménière's disease, Bell's palsy, Lyme disease, migraines, Williams syndrome, or autism.",hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
Is there any treatment for hyperacusis?,"Yes, treatment can help. If hyperacusis is caused by another condition, such as migraines or Lyme disease, treating the condition may stop your hyperacusis. If there's no clear cause, you may be offered treatment to help make you less sensitive to everyday sounds. This could be sound therapy to get you used to everyday sounds again, and may involve wearing ear pieces that make white noise or cognitive behavioural therapy (CBT) to change the way you think about your hyperacusis and reduce anxiety.",hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
What are some things I can try to ease hyperacusis?,"You can try some relaxation techniques, such as breathing exercises. However, you should not use earplugs or muffs unless you really need to, and you should not avoid noisy situations, as this will make you become even more sensitive to noise.",hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
Are children more sensitive to hyperacusis than adults?,"Yes, children are often more sensitive to loud noises than adults. It often gets better as they get older. But some children may become more sensitive to noise than others after having an ear infection, for example, or if they have another condition, such as autism.",hyperacusis,https://www.nhs.uk/conditions/hyperacusis/
What is hyperparathyroidism?,"Hyperparathyroidism is a condition that occurs when the parathyroid glands in the neck produce too much parathyroid hormone, which then causes high levels of calcium in the blood (hypercalcemia).",hyperparathyroidism,https://www.nhs.uk/conditions/hyperparathyroidism/
What are some symptoms of hyperparathyroidism?,"Some possible symptoms of hyperparathyroidism include depression, tiredness, feeling thirsty and urinating often, feeling sick and losing your appetite, muscle weakness, constipation, abdominal pain, loss of concentration, and mild confusion.",hyperparathyroidism,https://www.nhs.uk/conditions/hyperparathyroidism/
What can happen if hyperparathyroidism is left untreated?,"If left untreated, hyperparathyroidism can cause high blood calcium levels (hypercalcemia), which can lead to vomiting, drowsiness, dehydration, confusion, muscle spasms, bone pain or tenderness, joint pain, irregular heartbeat, hypertension, osteoporosis and bone fractures, kidney stones and blockage, kidney damage or failure, stomach ulcers and inflammation of the pancreas. In very severe cases, it can lead to rapid kidney failure, loss of consciousness, coma, or life-threatening heart rhythm abnormalities.",hyperparathyroidism,https://www.nhs.uk/conditions/hyperparathyroidism/
How is hyperparathyroidism diagnosed?,"Hyperparathyroidism is diagnosed through a blood test that shows elevated levels of parathyroid hormone and high levels of blood calcium. Additionally, a bone density X-ray (DEXA scan) and X-rays, CT scans, or ultrasound scans may reveal bone loss or other complications caused by hyperparathyroidism.",hyperparathyroidism,https://www.nhs.uk/conditions/hyperparathyroidism/
What are the types of hyperparathyroidism?,"There are 3 types of hyperparathyroidism: primary, secondary, and tertiary. Primary hyperparathyroidism is caused by a problem within the parathyroid gland itself; secondary hyperparathyroidism is caused by a condition that lowers calcium levels in the body; and tertiary hyperparathyroidism is when long-standing secondary hyperparathyroidism acts like primary hyperparathyroidism.",hyperparathyroidism,https://www.nhs.uk/conditions/hyperparathyroidism/
What causes primary hyperparathyroidism?,"In most cases, primary hyperparathyroidism is caused by a non-cancerous tumor called an adenoma on one of the parathyroid glands. Less commonly, it can occur if 2 or more parathyroid glands become enlarged (hyperplasia). Very rarely, primary hyperparathyroidism can be caused by cancer of a parathyroid gland.",hyperparathyroidism,https://www.nhs.uk/conditions/hyperparathyroidism/
What is the treatment for primary hyperparathyroidism?,"Surgery to remove the parathyroid gland is usually the only way to treat primary hyperparathyroidism. If calcium levels are very high, hospitalization may be required urgently, along with fluids through an intravenous drip. Bisphosphonate medications may also be given to lower calcium levels, but they are only used as a temporary measure until surgery can be performed. For people who cannot undergo surgery, a medication called cinacalcet may be used to help control hyperparathyroidism.",hyperparathyroidism,https://www.nhs.uk/conditions/hyperparathyroidism/
What is the treatment for secondary hyperparathyroidism?,"Treatment for secondary hyperparathyroidism depends on the underlying cause. Low levels of vitamin D are the most common cause and can be corrected with oral vitamin D supplements. Another common cause is kidney disease, so treating the kidney disease can often help alleviate secondary hyperparathyroidism.",hyperparathyroidism,https://www.nhs.uk/conditions/hyperparathyroidism/
What is the treatment for tertiary hyperparathyroidism?,"Surgery is generally the main treatment for tertiary hyperparathyroidism, which occurs in very advanced cases of kidney failure.",hyperparathyroidism,https://www.nhs.uk/conditions/hyperparathyroidism/
